customer_id,age,city,employment_type,tenure_at_bank_months,existing_customer,declared_income,true_monthly_income,avg_monthly_credits,avg_monthly_debits,monthly_surplus,salary_credit_regularity,avg_savings_balance,savings_growth_rate_3m,upi_txn_count_monthly,upi_avg_ticket_size,has_existing_loan,existing_emi_amount,existing_dti,bounce_count_6m,credit_bureau_score,rent_share,auto_fuel_ev_share,education_share,healthcare_share,discretionary_share,mobile_app_logins_monthly,autopay_mandates_active,recent_large_txn_flag,recent_property_related_txn,recent_auto_dealer_txn,repayment_capacity_ratio,converted,recommended_product_true,employment_type_enc,predicted_income,lead_probability,is_high_quality_lead,predicted_product
CUST101362,35,Bengaluru,Self-Employed,95,1,111989.0,119199.0,126866.0,113905.0,12960.0,0.828,205366.0,-0.005,33,50.0,0,0.0,0.0,0,704,0.105,0.136,0.0,0.06,0.699,21,1,0,0,0,0.895,1,Personal Loan,3,115019.51,0.13496217,0,Personal Loan
CUST101363,30,Kolkata,Salaried-Private,69,1,73736.0,67727.0,47897.0,19723.0,28174.0,0.939,211163.0,0.039,23,786.0,0,0.0,0.0,0,900,0.016,0.065,0.0,0.008,0.9,14,3,1,0,0,0.984,1,Personal Loan,2,65936.01,0.969558,1,Personal Loan
CUST101364,42,Kolkata,Business Owner,155,1,203402.0,116247.0,91482.0,63077.0,28406.0,0.555,92285.0,0.018,26,551.0,0,0.0,0.0,0,847,0.116,0.021,0.121,0.008,0.735,19,0,1,0,0,0.884,1,Personal Loan,0,86197.93,0.77380985,1,Personal Loan
CUST101365,23,Jaipur,Salaried-Private,33,1,73953.0,56894.0,69379.0,31973.0,37406.0,0.9,364693.0,-0.02,26,494.0,1,6156.0,0.108,0,742,0.0,0.0,0.0,0.02,0.872,31,5,1,0,0,0.892,1,Personal Loan,2,59914.855,0.98753566,1,Personal Loan
CUST101366,33,Chennai,Salaried-Govt,135,0,57623.0,50350.0,51436.0,34447.0,16989.0,0.911,500.0,0.059,7,1269.0,0,0.0,0.0,0,750,0.216,0.13,0.058,0.0,0.596,20,6,0,0,0,0.784,0,Personal Loan,1,45993.016,0.08615247,0,Personal Loan
CUST101367,38,Jaipur,Salaried-Private,106,1,49106.0,42291.0,44390.0,20436.0,23954.0,0.862,90901.0,-0.011,14,1226.0,1,11074.0,0.262,0,850,0.0,0.039,0.042,0.09,0.567,20,1,0,0,0,0.738,0,Personal Loan,2,44625.367,0.12271872,0,Personal Loan
CUST101368,56,Bengaluru,Self-Employed,154,1,59450.0,91768.0,78004.0,58434.0,19569.0,0.231,204797.0,0.086,26,190.0,0,0.0,0.0,0,620,0.137,0.044,0.0,0.075,0.743,8,0,0,0,0,0.863,0,Personal Loan,3,87543.27,0.007001637,0,Personal Loan
CUST101369,45,Lucknow,Salaried-Govt,77,1,43930.0,60320.0,63296.0,40718.0,22578.0,0.924,157262.0,0.016,19,871.0,0,0.0,0.0,0,655,0.267,0.089,0.0,0.077,0.567,23,3,0,0,0,0.733,0,Personal Loan,1,61819.06,0.062993884,0,Personal Loan
CUST101370,53,Mumbai,Salaried-Private,150,0,28792.0,30344.0,30151.0,25764.0,4388.0,0.885,31161.0,-0.098,7,50.0,1,5026.0,0.166,0,610,0.151,0.007,0.065,0.0,0.612,13,0,0,0,0,0.683,0,Personal Loan,2,28975.363,0.0142892385,0,Personal Loan
CUST101371,35,Pune,Salaried-Private,5,1,10000.0,15000.0,14358.0,13513.0,845.0,0.995,32440.0,0.09,7,50.0,0,0.0,0.0,0,706,0.173,0.0,0.126,0.044,0.657,17,4,0,0,0,0.827,0,Personal Loan,2,16261.285,0.087471195,0,Personal Loan
CUST101372,38,Indore,Salaried-Private,137,0,60546.0,52355.0,43493.0,31398.0,12095.0,0.799,49911.0,0.091,20,204.0,0,0.0,0.0,0,646,0.233,0.072,0.0,0.062,0.634,22,2,0,0,0,0.767,0,Personal Loan,2,48434.137,0.051550996,0,Personal Loan
CUST101373,37,Ahmedabad,Salaried-Private,15,0,126919.0,102561.0,94328.0,83090.0,11238.0,0.947,472778.0,0.22,31,624.0,0,0.0,0.0,0,696,0.242,0.004,0.0,0.0,0.754,23,3,0,0,0,0.758,0,Personal Loan,2,100831.59,0.17600676,1,Personal Loan
CUST101374,54,Kolkata,Business Owner,116,1,10818.0,15000.0,20187.0,19558.0,629.0,0.636,12710.0,0.041,4,323.0,0,0.0,0.0,0,715,0.305,0.055,0.084,0.0,0.556,22,4,0,0,0,0.695,0,Personal Loan,0,16894.707,0.024724443,0,Personal Loan
CUST101375,56,Kolkata,Salaried-Private,37,0,93922.0,67000.0,66838.0,37030.0,29808.0,0.919,105724.0,0.055,16,876.0,0,0.0,0.0,0,603,0.248,0.008,0.096,0.0,0.648,22,3,0,0,0,0.752,0,Personal Loan,2,62591.863,0.08867759,0,Personal Loan
CUST101376,56,Lucknow,Salaried-Private,173,1,11981.0,15000.0,17527.0,17146.0,380.0,0.93,12075.0,0.078,5,642.0,1,5082.0,0.339,0,850,0.223,0.0,0.105,0.0,0.333,33,1,0,0,0,0.438,0,Personal Loan,2,15260.766,0.029446322,0,Personal Loan
CUST101377,49,Bengaluru,Business Owner,139,1,88785.0,98201.0,100218.0,71491.0,28727.0,0.328,58882.0,0.122,39,1207.0,0,0.0,0.0,0,817,0.0,0.0,0.055,0.072,0.873,7,0,0,0,0,1.0,0,Personal Loan,0,108917.87,0.16363114,0,Personal Loan
CUST101378,40,Bengaluru,Salaried-Private,21,0,66777.0,64614.0,64820.0,35255.0,29565.0,0.96,500.0,0.117,16,923.0,1,19059.0,0.295,0,687,0.209,0.066,0.003,0.068,0.359,20,2,0,0,0,0.496,0,Personal Loan,2,61500.65,0.012937889,0,Personal Loan
CUST101379,41,Mumbai,Salaried-Private,160,1,62747.0,43382.0,41413.0,32042.0,9371.0,0.905,121822.0,0.066,12,131.0,1,3867.0,0.089,1,845,0.379,0.126,0.095,0.017,0.294,21,4,0,1,0,0.532,0,Personal Loan,2,40982.34,0.530641,1,Personal Loan
CUST101380,57,Indore,Self-Employed,47,1,81030.0,126445.0,158289.0,111914.0,46375.0,0.534,99989.0,0.037,39,1100.0,0,0.0,0.0,0,750,0.258,0.119,0.034,0.027,0.562,12,2,1,0,0,0.742,0,Personal Loan,3,127099.18,0.27076864,1,Personal Loan
CUST101381,32,Bengaluru,Business Owner,99,1,135657.0,125428.0,138718.0,64745.0,73973.0,0.635,75793.0,0.107,36,219.0,1,15806.0,0.126,1,802,0.296,0.061,0.087,0.003,0.426,17,2,1,0,0,0.578,1,Personal Loan,0,124590.555,0.57161814,1,Personal Loan
CUST101382,35,Chennai,Self-Employed,18,1,11955.0,15000.0,13973.0,7291.0,6682.0,0.432,5329.0,0.034,4,856.0,1,2594.0,0.173,1,575,0.099,0.145,0.004,0.123,0.456,12,1,1,0,0,0.728,0,Personal Loan,3,16174.681,0.058857672,0,Personal Loan
CUST101383,54,Ahmedabad,Salaried-Govt,21,1,81548.0,70350.0,69709.0,70735.0,-1026.0,0.98,158750.0,-0.063,18,404.0,0,0.0,0.0,0,699,0.172,0.028,0.025,0.013,0.763,21,6,0,0,0,0.828,0,Personal Loan,1,66291.8,0.17807885,1,Personal Loan
CUST101384,36,Pune,Business Owner,45,0,94725.0,80996.0,98117.0,75564.0,22553.0,0.549,148425.0,-0.08,26,1312.0,0,0.0,0.0,0,773,0.248,0.109,0.077,0.009,0.557,18,5,1,0,0,0.752,0,Personal Loan,0,85904.586,0.43001628,1,Personal Loan
CUST101385,31,Hyderabad,Salaried-Private,97,0,67476.0,55618.0,34718.0,34257.0,461.0,0.93,102302.0,0.017,21,1016.0,1,13648.0,0.245,0,713,0.233,0.03,0.0,0.025,0.466,20,0,0,0,0,0.521,0,Personal Loan,2,47211.062,0.017758377,0,Personal Loan
CUST101386,42,Mumbai,Business Owner,99,1,60937.0,72143.0,79110.0,51027.0,28083.0,0.581,47467.0,0.05,18,304.0,1,9062.0,0.126,1,686,0.275,0.016,0.134,0.0,0.449,19,2,0,0,0,0.6,0,Personal Loan,0,71303.28,0.0038378611,0,Personal Loan
CUST101387,34,Bengaluru,Self-Employed,154,1,116265.0,115028.0,130055.0,74874.0,55182.0,0.465,282147.0,0.238,38,457.0,1,33657.0,0.293,0,703,0.044,0.109,0.036,0.041,0.478,11,1,1,1,0,0.664,0,Home Loan,3,115895.03,0.03303726,0,Home Loan
CUST101388,54,Pune,Business Owner,32,1,49392.0,50978.0,47794.0,19930.0,27864.0,0.686,41113.0,0.03,13,2285.0,0,0.0,0.0,0,754,0.085,0.086,0.0,0.087,0.742,25,2,0,0,0,0.915,0,Personal Loan,0,49722.637,0.21119708,1,Personal Loan
CUST101389,54,Jaipur,Salaried-Private,135,1,25774.0,27663.0,29688.0,26548.0,3140.0,0.911,52706.0,0.044,6,50.0,0,0.0,0.0,0,737,0.025,0.098,0.052,0.023,0.803,15,3,0,1,0,0.975,1,Personal Loan,2,26757.703,0.9738211,1,Personal Loan
CUST101390,33,Chennai,Salaried-Private,4,0,107707.0,78200.0,88002.0,69866.0,18136.0,0.909,124369.0,0.008,16,290.0,1,9636.0,0.123,0,867,0.211,0.0,0.01,0.062,0.594,23,2,0,0,0,0.666,0,Personal Loan,2,76044.375,0.16467412,0,Personal Loan
CUST101391,41,Surat,Self-Employed,54,1,34802.0,51171.0,44279.0,28633.0,15646.0,0.19,500.0,0.09,15,314.0,0,0.0,0.0,1,601,0.158,0.122,0.0,0.0,0.721,11,0,0,0,0,0.842,0,Personal Loan,3,46741.203,0.012208483,0,Personal Loan
CUST101392,57,Ahmedabad,Salaried-Govt,33,0,59335.0,54451.0,64051.0,36978.0,27073.0,1.0,263718.0,0.062,15,71.0,1,7535.0,0.138,0,738,0.157,0.101,0.177,0.0,0.427,29,4,0,0,0,0.705,0,Personal Loan,1,56201.92,0.073839806,0,Personal Loan
CUST101393,48,Bengaluru,Salaried-Govt,24,1,51397.0,64439.0,70535.0,65092.0,5443.0,0.851,171549.0,-0.011,21,123.0,0,0.0,0.0,0,788,0.098,0.036,0.099,0.034,0.733,16,2,0,0,0,0.902,1,Personal Loan,1,65107.85,0.75340253,1,Personal Loan
CUST101394,30,Kolkata,Business Owner,106,1,375766.0,220341.0,226302.0,155716.0,70586.0,0.375,456174.0,-0.041,54,596.0,0,0.0,0.0,0,599,0.079,0.095,0.029,0.0,0.797,21,4,0,0,1,0.921,1,Auto Loan,0,218597.77,0.7636236,1,Auto Loan
CUST101395,43,Surat,Self-Employed,162,0,15125.0,15000.0,15986.0,11031.0,4955.0,0.431,34606.0,0.008,4,888.0,1,2726.0,0.182,1,666,0.18,0.126,0.044,0.043,0.425,13,0,0,1,0,0.638,0,Personal Loan,3,15927.602,0.015511538,0,Personal Loan
CUST101396,44,Chennai,Salaried-Private,121,0,21850.0,22546.0,26064.0,15948.0,10117.0,1.0,109988.0,-0.027,7,50.0,1,2654.0,0.118,0,745,0.313,0.016,0.059,0.018,0.477,29,3,1,0,0,0.569,1,Personal Loan,2,23911.654,0.7929513,1,Personal Loan
CUST101397,45,Mumbai,Salaried-Private,154,1,86593.0,75590.0,105631.0,68307.0,37324.0,0.968,264966.0,0.022,17,399.0,1,11428.0,0.151,0,864,0.368,0.016,0.0,0.042,0.423,24,2,0,0,0,0.481,0,Personal Loan,2,79348.32,0.09347986,0,Personal Loan
CUST101398,23,Delhi,Salaried-Private,107,0,110638.0,110477.0,126109.0,103286.0,22823.0,0.93,256654.0,0.051,26,248.0,1,18636.0,0.169,0,740,0.369,0.043,0.224,0.021,0.175,21,2,0,0,0,0.463,0,Personal Loan,2,108733.92,0.027958127,0,Personal Loan
CUST101399,33,Surat,Salaried-Private,12,1,73269.0,81195.0,95127.0,44238.0,50889.0,0.991,59884.0,-0.0,18,65.0,0,0.0,0.0,0,797,0.124,0.0,0.043,0.023,0.81,12,3,0,0,0,0.876,0,Personal Loan,2,78210.375,0.43323612,1,Personal Loan
CUST101400,52,Chennai,Salaried-Private,64,1,25558.0,24729.0,26684.0,19600.0,7084.0,0.944,24091.0,0.156,6,1148.0,1,7599.0,0.307,0,802,0.038,0.08,0.167,0.0,0.408,18,1,0,1,0,0.655,1,Personal Loan,2,24215.236,0.8793715,1,Personal Loan
CUST101401,31,Surat,Self-Employed,148,0,12459.0,15611.0,20845.0,18594.0,2251.0,0.543,500.0,0.133,4,267.0,0,0.0,0.0,0,468,0.286,0.115,0.0,0.0,0.599,16,2,0,0,1,0.714,1,Auto Loan,3,18741.756,0.7503016,1,Auto Loan
CUST101402,33,Chennai,Self-Employed,10,1,11129.0,25469.0,21142.0,14900.0,6242.0,0.803,31775.0,0.022,11,50.0,1,2750.0,0.108,0,731,0.333,0.094,0.081,0.05,0.334,12,2,0,0,0,0.559,0,Personal Loan,3,23754.03,0.026725248,0,Personal Loan
CUST101403,34,Mumbai,Salaried-Govt,20,0,54108.0,50396.0,39782.0,36192.0,3590.0,0.936,140744.0,-0.037,14,1090.0,1,14762.0,0.293,0,688,0.23,0.089,0.0,0.0,0.388,24,2,1,0,0,0.477,1,Personal Loan,1,44673.047,0.55747503,1,Personal Loan
CUST101404,29,Indore,Salaried-Private,150,0,67517.0,68326.0,73311.0,70475.0,2837.0,0.905,187928.0,0.038,20,1276.0,1,16546.0,0.242,0,862,0.177,0.121,0.0,0.0,0.459,22,4,0,0,0,0.581,0,Personal Loan,2,68352.92,0.06312724,0,Personal Loan
CUST101405,28,Jaipur,Self-Employed,14,1,28618.0,37095.0,42623.0,37621.0,5002.0,0.319,101055.0,0.029,13,769.0,0,0.0,0.0,0,772,0.105,0.054,0.103,0.013,0.725,13,1,0,0,0,0.895,0,Personal Loan,3,44018.113,0.028743664,0,Personal Loan
CUST101406,35,Lucknow,Self-Employed,172,1,41869.0,82117.0,54510.0,33976.0,20534.0,0.329,84330.0,0.035,19,180.0,1,13369.0,0.163,0,788,0.253,0.0,0.054,0.016,0.515,10,0,1,0,0,0.585,0,Personal Loan,3,58383.953,0.0781827,0,Personal Loan
CUST101407,53,Surat,Business Owner,137,1,53815.0,59853.0,62815.0,44826.0,17989.0,0.251,157209.0,0.008,14,511.0,0,0.0,0.0,1,739,0.249,0.068,0.003,0.059,0.622,12,0,0,0,0,0.751,0,Personal Loan,0,59693.004,0.0023851027,0,Personal Loan
CUST101408,23,Bengaluru,Salaried-Govt,120,0,80358.0,64546.0,66026.0,51648.0,14378.0,0.909,195979.0,-0.044,20,322.0,1,11653.0,0.181,0,736,0.214,0.138,0.0,0.039,0.428,17,3,0,0,0,0.605,0,Personal Loan,1,62590.36,0.006394853,0,Personal Loan
CUST101409,32,Indore,Self-Employed,97,1,28059.0,38924.0,45215.0,28732.0,16483.0,0.568,500.0,0.043,10,625.0,1,11812.0,0.303,0,792,0.047,0.082,0.007,0.004,0.557,14,5,0,0,0,0.649,0,Personal Loan,3,39642.23,0.026412714,0,Personal Loan
CUST101410,25,Bengaluru,Salaried-Govt,18,1,30223.0,21729.0,24213.0,15241.0,8972.0,0.961,49035.0,0.012,6,1008.0,1,3770.0,0.173,0,726,0.061,0.038,0.059,0.0,0.669,21,2,0,0,0,0.766,0,Personal Loan,1,21445.105,0.084145784,0,Personal Loan
CUST101411,42,Surat,Salaried-Govt,76,1,86303.0,75802.0,59032.0,36518.0,22515.0,0.885,373067.0,0.019,28,637.0,1,5033.0,0.066,0,842,0.169,0.107,0.0,0.152,0.506,13,3,0,0,0,0.765,0,Personal Loan,1,73989.195,0.16498277,0,Personal Loan
CUST101412,31,Bengaluru,Business Owner,145,1,60964.0,64535.0,57307.0,65902.0,-8596.0,0.484,87948.0,0.048,18,648.0,1,17502.0,0.271,0,618,0.305,0.083,0.049,0.032,0.26,11,1,0,1,0,0.424,0,Home Loan,0,61406.33,0.0537856,0,Home Loan
CUST101413,50,Chennai,Salaried-Private,162,1,93576.0,79795.0,74128.0,49755.0,24373.0,0.863,500.0,0.034,23,393.0,0,0.0,0.0,1,804,0.289,0.047,0.0,0.067,0.597,23,3,0,1,0,0.711,1,Home Loan,2,77106.414,0.93654186,1,Home Loan
CUST101414,43,Jaipur,Salaried-Private,82,0,27101.0,60842.0,70628.0,64439.0,6190.0,0.896,35350.0,0.046,10,982.0,1,13488.0,0.222,0,694,0.132,0.067,0.0,0.0,0.579,21,3,0,0,0,0.646,0,Personal Loan,2,56821.316,0.023934383,0,Personal Loan
CUST101415,50,Mumbai,Salaried-Private,151,1,58644.0,36906.0,40825.0,23005.0,17820.0,0.901,500.0,0.008,10,834.0,1,7106.0,0.193,0,788,0.0,0.041,0.03,0.015,0.721,20,3,0,0,0,0.807,0,Personal Loan,2,37876.562,0.19421208,1,Personal Loan
CUST101416,45,Mumbai,Salaried-Govt,140,1,59319.0,55087.0,52712.0,54099.0,-1387.0,0.945,46739.0,0.069,14,50.0,0,0.0,0.0,0,586,0.34,0.097,0.0,0.014,0.549,19,6,0,0,0,0.66,0,Personal Loan,1,51740.195,0.02808002,0,Personal Loan
CUST101417,38,Indore,Salaried-Govt,13,1,83315.0,51696.0,55401.0,36114.0,19287.0,0.92,500.0,-0.017,15,50.0,1,2927.0,0.057,0,751,0.329,0.006,0.075,0.011,0.522,32,5,0,0,0,0.614,0,Personal Loan,1,52410.855,0.13872778,0,Personal Loan
CUST101418,53,Mumbai,Self-Employed,112,1,69049.0,118652.0,105755.0,77152.0,28603.0,0.663,379247.0,-0.047,39,484.0,0,0.0,0.0,0,706,0.195,0.08,0.047,0.061,0.617,19,3,0,0,0,0.805,0,Personal Loan,3,112691.97,0.029903328,0,Personal Loan
CUST101419,39,Kolkata,Salaried-Private,112,1,94239.0,137163.0,186191.0,72635.0,113556.0,0.957,407067.0,-0.031,29,1135.0,0,0.0,0.0,0,724,0.128,0.112,0.082,0.019,0.658,24,2,0,0,0,0.872,0,Mortgage Loan,2,135047.27,0.18772286,1,Personal Loan
CUST101420,56,Surat,Salaried-Private,99,1,85355.0,77424.0,87966.0,81015.0,6950.0,0.974,179197.0,-0.014,26,1233.0,1,22321.0,0.288,0,570,0.143,0.074,0.119,0.013,0.362,26,4,0,0,0,0.569,0,Personal Loan,2,80307.59,0.025911817,0,Personal Loan
CUST101421,57,Kolkata,Business Owner,139,0,102914.0,93430.0,109119.0,104752.0,4367.0,0.526,340024.0,-0.063,26,1031.0,0,0.0,0.0,0,718,0.292,0.075,0.022,0.029,0.582,21,1,0,0,0,0.708,0,Personal Loan,0,94883.125,0.009624253,0,Personal Loan
CUST101422,43,Ahmedabad,Salaried-Private,160,1,47489.0,43381.0,54509.0,27597.0,26911.0,0.862,41295.0,-0.095,9,575.0,1,14112.0,0.325,0,737,0.244,0.064,0.0,0.031,0.335,13,1,0,0,0,0.43,0,Personal Loan,2,47179.35,0.00385066,0,Personal Loan
CUST101423,46,Ahmedabad,Business Owner,100,1,92836.0,88245.0,106108.0,98836.0,7272.0,0.909,168576.0,0.08,28,1382.0,1,9772.0,0.111,0,566,0.129,0.092,0.022,0.0,0.647,17,3,0,0,0,0.761,0,Personal Loan,0,89753.35,0.029963711,0,Personal Loan
CUST101424,31,Kolkata,Salaried-Private,59,1,68026.0,82543.0,87061.0,41727.0,45334.0,0.943,420279.0,0.142,18,289.0,1,17671.0,0.214,0,624,0.444,0.038,0.0,0.07,0.234,33,3,0,0,0,0.342,0,Personal Loan,2,82139.27,0.017154256,0,Personal Loan
CUST101425,51,Chennai,Salaried-Govt,176,1,39395.0,67446.0,68947.0,57486.0,11461.0,0.989,180614.0,0.085,16,479.0,1,16018.0,0.237,0,743,0.0,0.052,0.14,0.007,0.563,16,4,0,0,0,0.762,0,Personal Loan,1,65594.9,0.08094281,0,Personal Loan
CUST101426,46,Chennai,Salaried-Govt,173,0,75676.0,70117.0,87173.0,58246.0,28927.0,0.837,187507.0,0.001,18,50.0,1,4222.0,0.06,0,761,0.108,0.006,0.014,0.026,0.786,27,4,0,0,0,0.832,0,Personal Loan,1,70805.72,0.32140684,1,Personal Loan
CUST101427,54,Pune,Self-Employed,124,1,10000.0,15000.0,15810.0,15186.0,624.0,0.962,9730.0,-0.097,6,477.0,0,0.0,0.0,0,724,0.11,0.044,0.099,0.09,0.657,23,3,0,0,0,0.889,0,Personal Loan,3,17157.896,0.07809473,0,Personal Loan
CUST101428,32,Kolkata,Salaried-Private,116,1,38458.0,62591.0,58688.0,44888.0,13800.0,0.912,73553.0,0.055,24,219.0,0,0.0,0.0,0,731,0.193,0.0,0.142,0.146,0.519,19,2,1,0,0,0.807,1,Personal Loan,2,63696.02,0.9176426,1,Personal Loan
CUST101429,50,Lucknow,Business Owner,21,1,82153.0,91953.0,123676.0,109783.0,13893.0,0.458,27178.0,-0.089,30,1419.0,1,9588.0,0.104,0,716,0.316,0.062,0.0,0.049,0.469,14,2,0,0,0,0.58,0,Personal Loan,0,99617.516,0.008660128,0,Personal Loan
CUST101430,39,Lucknow,Salaried-Govt,74,1,59639.0,53222.0,48411.0,45642.0,2769.0,0.932,229990.0,0.033,19,1321.0,1,9353.0,0.176,0,678,0.279,0.097,0.045,0.0,0.403,19,1,0,1,0,0.545,0,Home Loan,1,53889.5,0.1872904,1,Home Loan
CUST101431,29,Mumbai,Salaried-Govt,38,1,71453.0,45904.0,36255.0,24204.0,12051.0,0.958,500.0,-0.024,14,682.0,1,12015.0,0.262,0,712,0.195,0.056,0.043,0.019,0.426,26,3,0,1,0,0.543,1,Home Loan,1,42807.934,0.8212537,1,Home Loan
CUST101432,28,Lucknow,Salaried-Govt,94,1,68097.0,53443.0,64074.0,45800.0,18274.0,0.923,169480.0,-0.142,17,883.0,0,0.0,0.0,0,601,0.021,0.115,0.194,0.099,0.571,37,2,0,0,0,0.979,0,Personal Loan,1,56512.816,0.053245194,0,Personal Loan
CUST101433,42,Lucknow,Salaried-Private,149,1,81170.0,57925.0,54468.0,28322.0,26145.0,1.0,154757.0,0.158,13,348.0,0,0.0,0.0,0,677,0.295,0.14,0.129,0.021,0.416,27,3,0,0,0,0.705,0,Personal Loan,2,53835.125,0.114118546,0,Personal Loan
CUST101434,34,Bengaluru,Salaried-Govt,42,0,64772.0,54751.0,61062.0,40667.0,20395.0,1.0,500.0,-0.06,18,50.0,0,0.0,0.0,0,726,0.044,0.059,0.0,0.063,0.834,15,5,0,0,0,0.956,0,Personal Loan,1,55568.266,0.19691142,1,Personal Loan
CUST101435,26,Indore,Salaried-Private,179,1,52679.0,47772.0,63183.0,67408.0,-4225.0,0.863,167853.0,0.012,16,269.0,0,0.0,0.0,0,837,0.132,0.0,0.0,0.063,0.805,20,2,0,0,0,0.868,1,Personal Loan,2,50271.992,0.7409548,1,Personal Loan
CUST101436,37,Chennai,Salaried-Private,25,1,126452.0,74313.0,62703.0,53676.0,9027.0,0.933,104926.0,0.03,21,1024.0,1,12464.0,0.168,0,717,0.171,0.125,0.008,0.002,0.526,31,1,0,0,0,0.661,0,Personal Loan,2,69415.87,0.08298588,0,Personal Loan
CUST101437,45,Ahmedabad,Self-Employed,20,1,42843.0,70803.0,73909.0,39317.0,34591.0,0.507,500.0,0.002,25,869.0,0,0.0,0.0,0,900,0.083,0.113,0.0,0.106,0.698,16,2,0,0,0,0.917,0,Personal Loan,3,73643.695,0.14926417,0,Personal Loan
CUST101438,34,Lucknow,Salaried-Govt,175,1,38347.0,43364.0,55181.0,55935.0,-754.0,0.965,101764.0,0.077,13,454.0,0,0.0,0.0,0,900,0.081,0.087,0.018,0.047,0.767,23,3,0,0,1,0.919,1,Auto Loan,1,48065.453,0.9886445,1,Auto Loan
CUST101439,56,Chennai,Salaried-Private,20,1,64121.0,70762.0,81538.0,64417.0,17121.0,0.906,40071.0,-0.019,16,1020.0,0,0.0,0.0,0,733,0.286,0.029,0.003,0.029,0.653,21,4,0,0,0,0.714,1,Personal Loan,2,72986.34,0.3946789,1,Personal Loan
CUST101440,50,Chennai,Salaried-Private,133,0,35432.0,28341.0,28994.0,25209.0,3784.0,0.945,42302.0,0.071,8,415.0,0,0.0,0.0,0,691,0.355,0.083,0.043,0.023,0.497,18,3,0,0,0,0.645,0,Personal Loan,2,27510.61,0.045087334,0,Personal Loan
CUST101441,40,Delhi,Salaried-Private,138,1,40455.0,55728.0,78487.0,63441.0,15046.0,0.835,58033.0,0.065,16,79.0,0,0.0,0.0,0,900,0.171,0.041,0.032,0.0,0.756,30,5,0,0,0,0.829,1,Personal Loan,2,60476.07,0.86452574,1,Personal Loan
CUST101442,55,Surat,Salaried-Private,61,1,106908.0,88080.0,91225.0,72575.0,18650.0,0.929,42395.0,-0.07,20,1020.0,1,25612.0,0.291,0,795,0.0,0.016,0.121,0.0,0.572,23,3,0,0,0,0.709,0,Personal Loan,2,85112.31,0.112346604,0,Personal Loan
CUST101443,38,Surat,Self-Employed,14,0,90787.0,122427.0,135836.0,48957.0,86879.0,0.694,2130.0,0.059,38,344.0,1,21173.0,0.173,2,730,0.214,0.082,0.0,0.0,0.532,33,1,0,0,0,0.613,0,Personal Loan,3,122594.75,0.020314481,0,Personal Loan
CUST101444,27,Pune,Salaried-Private,57,0,39304.0,32013.0,41534.0,38180.0,3354.0,0.96,95888.0,-0.044,13,1163.0,1,6420.0,0.201,0,663,0.096,0.002,0.0,0.121,0.58,18,1,0,0,0,0.703,0,Personal Loan,2,36193.312,0.049134452,0,Personal Loan
CUST101445,24,Lucknow,Business Owner,15,1,212941.0,174162.0,208495.0,65513.0,142981.0,0.755,398363.0,-0.053,50,50.0,0,0.0,0.0,0,684,0.223,0.105,0.005,0.071,0.594,22,0,0,0,0,0.777,0,Mortgage Loan,0,171747.31,0.03281773,0,Mortgage Loan
CUST101446,55,Mumbai,Salaried-Private,121,0,174167.0,121733.0,151955.0,137196.0,14758.0,0.94,266717.0,0.063,26,365.0,0,0.0,0.0,0,638,0.215,0.077,0.0,0.0,0.708,22,5,0,0,0,0.785,1,Personal Loan,2,105566.27,0.40906718,1,Personal Loan
CUST101447,56,Hyderabad,Salaried-Private,160,1,42573.0,43168.0,39502.0,29149.0,10352.0,0.949,54118.0,0.007,11,949.0,0,0.0,0.0,0,862,0.0,0.053,0.143,0.104,0.7,14,6,0,0,0,1.0,1,Personal Loan,2,37505.91,0.85401976,1,Personal Loan
CUST101448,48,Surat,Business Owner,179,0,27282.0,23755.0,29319.0,25519.0,3800.0,0.616,44587.0,0.07,4,897.0,1,3094.0,0.13,0,763,0.133,0.058,0.099,0.085,0.495,18,3,0,0,0,0.737,0,Personal Loan,0,24426.938,0.023359232,0,Personal Loan
CUST101449,26,Bengaluru,Salaried-Private,144,1,54995.0,69284.0,74510.0,55772.0,18738.0,0.892,48216.0,0.071,19,539.0,0,0.0,0.0,0,698,0.254,0.0,0.131,0.004,0.611,24,4,0,0,0,0.746,0,Personal Loan,2,66975.95,0.056033406,0,Personal Loan
CUST101450,33,Hyderabad,Salaried-Private,140,0,33204.0,45493.0,42679.0,38747.0,3932.0,0.917,30483.0,-0.074,7,794.0,0,0.0,0.0,0,685,0.169,0.0,0.107,0.051,0.673,21,5,0,0,0,0.831,0,Personal Loan,2,38748.81,0.10084174,0,Personal Loan
CUST101451,24,Bengaluru,Business Owner,159,1,118174.0,79091.0,85679.0,61938.0,23741.0,0.864,345260.0,0.099,17,720.0,1,16767.0,0.212,0,636,0.048,0.164,0.0,0.003,0.573,18,3,0,0,0,0.74,0,Personal Loan,0,79431.97,0.01035754,0,Personal Loan
CUST101452,24,Lucknow,Business Owner,139,1,92691.0,119971.0,129393.0,99706.0,29687.0,0.265,375128.0,0.063,36,50.0,1,35736.0,0.298,0,701,0.259,0.051,0.0,0.071,0.321,10,1,0,0,0,0.443,0,Personal Loan,0,118193.195,0.0019049105,0,Personal Loan
